Order ID,Customer ID,Product ID,Product Category,Product Subcategory,Order Date,Quantity,Cost Price,Sale Price,Profit
1057,C082,P806,Bottoms,Jeans,2024-02-10,4,27.01,25.85,-4.64
1058,C007,P257,Outerwear,Coats,2024-03-30,1,32.8,90.76,57.96
1059,C182,P453,Outerwear,Coats,2024-01-21,4,42.94,149.35,425.66
1060,C358,P438,Tops,Sweatshirts,2024-05-26,1,9.71,45.69,35.98
1061,C454,P761,Tops,Blouses,2024-06-24,5,14.07,44.64,152.85
1062,C014,P398,Dresses,Evening,2024-05-04,1,23.93,69.81,45.88
1063,C478,P153,Bottoms,Skirts,2024-12-15,4,18.2,30.22,48.06
1064,C183,P649,Tops,T-shirts,2024-06-10,3,8.57,15.53,20.88
1065,C314,P222,Dresses,Casual,2024-05-07,4,27.73,88.7,243.9
1066,C044,P723,Outerwear,Coats,2024-09-02,3,49.17,67.74,55.7
1067,C174,P701,Bottoms,Skirts,2024-03-05,5,22.57,29.22,33.25
1068,C014,P436,Lingerie,Panties,2024-12-11,4,9.38,55.49,184.41
1069,C300,P744,Outerwear,Coats,2024-02-04,1,56.97,50.12,-6.86
1070,C425,P136,Lingerie,Bras,2024-12-30,5,8.11,57.04,244.66
1071,C073,P528,Beachwear,Beach Accessories,2024-11-30,4,29.47,35.58,24.43
1072,C223,P626,Outerwear,Coats,2024-03-31,5,50.64,82.14,157.48
1073,C002,P776,Outerwear,Jackets,2024-01-04,3,23.86,67.17,129.92
1074,C210,P279,Tops,Blouses,2024-12-15,5,9.31,42.2,164.44
1075,C261,P585,Beachwear,Beach Accessories,2024-11-16,1,17.68,51.66,33.99
1076,C090,P736,Tops,T-shirts,2024-11-25,4,18.74,20.8,8.24
1077,C343,P485,Tops,T-shirts,2024-11-30,3,19.72,16.35,-10.11
1078,C396,P546,Bottoms,Trousers,2024-02-04,5,11.92,79.27,336.76
1079,C334,P245,Dresses,Maxi,2024-06-11,2,23.11,80.01,113.78
1080,C252,P750,Beachwear,Swimsuits,2024-02-24,3,13.28,62.4,147.34
1081,C383,P018,Bottoms,Trousers,2024-12-20,3,16.13,52.65,109.59
1082,C333,P877,Bottoms,Skirts,2024-10-09,1,31.58,48.92,17.34
1083,C355,P556,Bottoms,Trousers,2024-05-30,1,31.66,68.78,37.12
1084,C047,P143,Outerwear,Blazers,2024-01-30,5,38.89,132.66,468.88
1085,C335,P501,Dresses,Casual,2024-05-20,2,17.13,34.28,34.3
1086,C163,P527,Bottoms,Trousers,2024-05-26,3,22.03,72.27,150.7
1087,C116,P093,Outerwear,Jackets,2024-11-26,5,32.83,126.16,466.64
1088,C403,P383,Bottoms,Skirts,2024-10-15,2,30.43,51.74,42.61
1089,C079,P889,Outerwear,Blazers,2024-12-21,5,52.73,97.63,224.52
1090,C447,P279,Tops,Sweatshirts,2024-08-03,3,10.32,44.22,101.68
1091,C371,P727,Tops,T-shirts,2024-02-24,5,6.26,42.77,182.59
1092,C008,P449,Dresses,Casual,2024-11-18,1,39.95,39.72,-0.23
1093,C023,P761,Tops,Sweatshirts,2024-11-30,1,15.57,34.22,18.66
1094,C269,P982,Outerwear,Jackets,2024-09-11,4,37.03,146.94,439.63
1095,C279,P583,Lingerie,Sleepwear,2024-11-30,2,13.77,56.77,86.01
1096,C031,P621,Tops,Blouses,2024-08-11,3,6.06,49.05,128.98
1097,C414,P288,Bottoms,Trousers,2024-08-25,2,13.39,67.68,108.59
1098,C170,P476,Lingerie,Panties,2024-07-13,1,8.12,46.23,38.12
1099,C130,P882,Tops,Blouses,2024-01-13,3,14.37,36.17,65.42
1100,C395,P672,Tops,T-shirts,2024-02-18,4,15.29,39.83,98.17
1101,C409,P801,Beachwear,Swimsuits,2024-01-15,1,26.87,65.09,38.22
1102,C157,P171,Outerwear,Jackets,2024-10-14,1,27.48,124.76,97.28
1103,C022,P525,Beachwear,Swimsuits,2024-05-23,2,12.11,76.16,128.11
1104,C126,P372,Tops,Sweatshirts,2024-08-18,5,15.11,25.82,53.57
1105,C403,P732,Outerwear,Coats,2024-12-22,2,40.0,132.95,185.9
1106,C457,P393,Dresses,Maxi,2024-04-22,1,36.52,69.88,33.36
1107,C169,P958,Tops,Blouses,2024-07-06,2,13.47,45.99,65.04
1108,C166,P185,Bottoms,Skirts,2024-11-29,5,19.79,59.71,199.62
1109,C157,P510,Tops,Blouses,2024-04-14,4,12.83,47.73,139.59
1110,C330,P432,Tops,Sweatshirts,2024-02-04,3,16.95,29.84,38.67
1111,C022,P939,Tops,T-shirts,2024-05-11,1,6.26,18.48,12.22
1112,C472,P835,Dresses,Maxi,2024-03-15,2,37.71,75.14,74.86
1113,C264,P209,Outerwear,Coats,2024-12-26,1,48.57,127.46,78.89
1114,C303,P994,Outerwear,Blazers,2024-12-14,3,55.41,119.14,191.2
1115,C390,P800,Dresses,Evening,2024-10-13,2,38.87,80.75,83.76
1116,C263,P329,Dresses,Casual,2024-12-21,4,18.33,32.02,54.77
1117,C212,P361,Dresses,Casual,2024-12-12,3,28.19,97.54,208.05
1118,C465,P444,Bottoms,Trousers,2024-03-25,5,20.69,39.53,94.18
1119,C164,P897,Dresses,Casual,2024-12-22,5,27.05,58.97,159.59
1120,C136,P441,Outerwear,Coats,2024-09-01,1,21.89,91.84,69.95
1121,C252,P369,Dresses,Evening,2024-12-14,5,37.59,93.47,279.41
1122,C205,P106,Dresses,Casual,2024-12-22,2,38.73,82.07,86.67
1123,C344,P724,Lingerie,Bras,2024-05-25,5,21.7,51.01,146.54
1124,C302,P325,Outerwear,Jackets,2024-02-20,4,30.33,62.0,126.66
1125,C242,P232,Dresses,Maxi,2024-04-13,2,34.04,52.64,37.2
1126,C320,P725,Beachwear,Beach Accessories,2024-07-13,1,26.08,52.05,25.97
1127,C415,P837,Bottoms,Skirts,2024-12-15,1,22.64,31.32,8.68
1128,C279,P708,Outerwear,Blazers,2024-12-20,5,26.81,107.13,401.61
1129,C061,P249,Outerwear,Blazers,2024-01-05,5,28.05,71.43,216.93
1130,C465,P317,Outerwear,Coats,2024-08-18,1,43.58,132.45,88.87
1131,C306,P264,Beachwear,Cover-Ups,2024-07-07,2,12.83,70.59,115.51
1132,C302,P729,Dresses,Casual,2024-04-11,3,32.27,71.93,118.97
1133,C472,P503,Outerwear,Jackets,2024-02-25,1,28.5,85.95,57.45
1134,C299,P263,Bottoms,Trousers,2024-06-02,4,30.03,27.45,-10.32
1135,C394,P933,Dresses,Evening,2024-12-27,2,37.19,74.03,73.67
1136,C095,P682,Dresses,Maxi,2024-05-26,3,20.22,84.92,194.1
1137,C493,P416,Dresses,Maxi,2024-08-24,3,14.33,85.33,212.98
1138,C148,P913,Outerwear,Coats,2024-11-15,2,44.46,98.45,107.98
1139,C400,P668,Bottoms,Skirts,2024-06-15,1,19.87,32.72,12.86
1140,C462,P070,Bottoms,Skirts,2024-12-29,3,13.16,28.56,46.21
1141,C259,P234,Dresses,Evening,2024-12-28,4,26.88,33.9,28.08
1142,C030,P432,Tops,Sweatshirts,2024-04-24,2,19.9,23.73,7.67
1143,C018,P054,Beachwear,Beach Accessories,2024-08-13,5,11.52,32.78,106.32
1144,C187,P170,Tops,Sweatshirts,2024-05-17,1,9.69,20.91,11.22
1145,C454,P036,Bottoms,Skirts,2024-05-10,2,21.85,63.44,83.19
1146,C212,P834,Lingerie,Bras,2024-01-19,4,23.87,28.98,20.43
1147,C035,P927,Outerwear,Blazers,2024-10-03,3,20.75,119.23,295.45
1148,C147,P961,Bottoms,Jeans,2024-08-16,1,26.12,44.34,18.22
1149,C282,P259,Lingerie,Bras,2024-01-25,1,10.8,58.74,47.94
1150,C035,P251,Tops,T-shirts,2024-05-05,2,17.63,20.57,5.87
1151,C076,P013,Lingerie,Panties,2024-12-22,2,21.84,21.17,-1.35
1152,C072,P671,Dresses,Evening,2024-04-20,4,24.78,36.25,45.85
1153,C249,P541,Tops,Sweatshirts,2024-03-07,5,17.5,48.82,156.57
1154,C057,P057,Dresses,Maxi,2024-08-10,2,32.53,67.66,70.26
1155,C357,P161,Outerwear,Coats,2024-12-29,2,50.37,110.7,120.67
1156,C305,P437,Tops,Blouses,2024-04-20,2,10.06,48.85,77.57
1157,C010,P778,Tops,T-shirts,2024-11-01,4,14.67,42.16,109.95
1158,C213,P230,Tops,Blouses,2024-11-30,3,7.98,18.94,32.9
1159,C497,P831,Lingerie,Panties,2024-04-18,5,24.42,41.09,83.36
1160,C361,P841,Outerwear,Coats,2024-11-25,4,41.07,132.14,364.28
1161,C237,P193,Bottoms,Skirts,2024-06-16,2,28.15,61.57,66.85
1162,C234,P620,Outerwear,Jackets,2024-10-13,3,28.45,71.57,129.38
1163,C413,P357,Bottoms,Trousers,2024-10-13,2,12.87,69.31,112.89
1164,C223,P352,Tops,T-shirts,2024-08-31,4,15.65,34.56,75.65
1165,C104,P865,Lingerie,Panties,2024-02-11,1,9.17,59.42,50.25
1166,C327,P258,Dresses,Evening,2024-12-16,2,18.83,73.85,110.04
1167,C098,P622,Tops,Sweatshirts,2024-05-25,3,18.72,31.2,37.44
1168,C226,P642,Tops,Sweatshirts,2024-03-25,5,7.86,40.5,163.2
1169,C222,P635,Outerwear,Blazers,2024-01-20,1,35.02,136.56,101.54
1170,C324,P965,Bottoms,Jeans,2024-09-24,2,30.8,50.61,39.61
1171,C489,P970,Bottoms,Trousers,2024-11-03,2,10.44,26.64,32.4
1172,C478,P628,Dresses,Evening,2024-01-08,3,24.47,71.53,141.17
1173,C473,P742,Bottoms,Skirts,2024-08-19,1,27.3,29.97,2.67
1174,C334,P293,Dresses,Evening,2024-04-13,1,37.45,52.72,15.27
1175,C280,P386,Dresses,Casual,2024-10-19,1,32.6,68.48,35.89
1176,C043,P745,Dresses,Maxi,2024-03-20,2,36.87,54.17,34.59
1177,C351,P829,Outerwear,Blazers,2024-11-09,1,21.37,78.09,56.72
1178,C382,P234,Tops,Sweatshirts,2024-06-23,2,7.4,15.7,16.61
1179,C423,P296,Outerwear,Blazers,2024-12-27,2,49.51,76.93,54.84
1180,C348,P703,Outerwear,Coats,2024-03-03,1,50.13,88.48,38.35
1181,C153,P537,Outerwear,Jackets,2024-06-03,4,44.21,79.03,139.26
1182,C339,P379,Outerwear,Blazers,2024-02-22,5,49.21,112.84,318.15
1183,C452,P678,Tops,Blouses,2024-12-25,5,18.01,38.3,101.45
1184,C290,P805,Tops,Blouses,2024-12-21,4,13.64,42.3,114.64
1185,C224,P210,Bottoms,Jeans,2024-04-27,1,30.84,35.22,4.38
1186,C473,P539,Bottoms,Trousers,2024-10-26,2,25.27,59.04,67.54
1187,C119,P852,Outerwear,Jackets,2024-12-15,3,38.88,93.01,162.38
1188,C214,P178,Lingerie,Sleepwear,2024-09-08,4,16.43,36.14,78.86
1189,C053,P930,Dresses,Casual,2024-08-28,5,33.0,63.79,153.95
1190,C220,P556,Dresses,Maxi,2024-04-20,5,29.65,63.69,170.19
1191,C439,P072,Outerwear,Blazers,2024-02-12,2,52.7,113.94,122.48
1192,C243,P900,Tops,T-shirts,2024-12-22,5,16.93,34.57,88.19
1193,C053,P508,Dresses,Maxi,2024-12-22,5,26.68,74.19,237.56
1194,C402,P222,Lingerie,Bras,2024-10-13,2,26.91,69.02,84.22
1195,C117,P948,Tops,T-shirts,2024-06-02,1,15.86,43.37,27.51
1196,C391,P823,Beachwear,Beach Accessories,2024-06-08,5,14.42,41.06,133.22
1197,C447,P228,Outerwear,Blazers,2024-11-24,1,44.74,103.35,58.61
1198,C331,P841,Outerwear,Jackets,2024-12-22,3,28.07,72.94,134.59
1199,C042,P233,Dresses,Evening,2024-12-21,1,27.65,66.32,38.67
1200,C395,P268,Tops,T-shirts,2024-12-01,2,17.06,39.92,45.73
1201,C247,P910,Bottoms,Skirts,2024-10-18,2,27.88,28.62,1.48
1202,C393,P254,Tops,Blouses,2024-02-09,2,15.11,19.81,9.4
1203,C291,P675,Tops,T-shirts,2024-03-15,5,16.97,15.26,-8.55
1204,C248,P006,Tops,T-shirts,2024-12-22,4,12.61,28.25,62.57
1205,C101,P047,Dresses,Casual,2024-10-01,5,27.42,83.71,281.47
1206,C087,P407,Tops,Blouses,2024-01-06,1,18.31,30.73,12.42
1207,C353,P883,Lingerie,Bras,2024-02-17,3,17.86,48.54,92.03
1208,C449,P580,Dresses,Casual,2024-10-27,3,21.83,71.29,148.39
1209,C084,P254,Dresses,Maxi,2024-01-04,3,34.32,36.27,5.86
1210,C261,P449,Bottoms,Trousers,2024-03-15,3,11.11,34.6,70.45
1211,C221,P059,Beachwear,Beach Accessories,2024-09-06,4,31.08,75.34,177.01
1212,C154,P393,Tops,T-shirts,2024-11-09,3,10.76,31.05,60.88
1213,C051,P631,Dresses,Casual,2024-10-21,5,29.63,59.3,148.37
1214,C038,P698,Bottoms,Jeans,2024-04-13,3,25.08,66.3,123.67
1215,C259,P560,Lingerie,Panties,2024-11-17,2,10.74,22.26,23.04
1216,C469,P191,Outerwear,Coats,2024-04-18,1,52.91,134.08,81.16
1217,C187,P265,Bottoms,Trousers,2024-05-27,5,22.59,61.87,196.44
1218,C013,P684,Tops,Blouses,2024-11-28,4,10.59,20.07,37.93
1219,C223,P558,Bottoms,Skirts,2024-10-20,5,28.72,28.57,-0.72
1220,C465,P143,Dresses,Evening,2024-12-18,2,29.5,30.2,1.4
1221,C419,P246,Outerwear,Blazers,2024-10-25,3,51.43,79.42,83.95
1222,C087,P216,Outerwear,Blazers,2024-09-14,3,59.69,82.48,68.36
1223,C259,P437,Beachwear,Cover-Ups,2024-02-12,4,12.87,34.72,87.43
1224,C181,P688,Tops,T-shirts,2024-06-16,1,16.49,25.05,8.55
1225,C311,P840,Dresses,Maxi,2024-04-30,3,33.21,69.34,108.38
1226,C173,P476,Bottoms,Skirts,2024-04-21,4,29.24,31.21,7.86
1227,C322,P384,Outerwear,Jackets,2024-12-29,3,36.32,70.11,101.37
1228,C195,P938,Lingerie,Bras,2024-06-28,5,25.39,48.1,113.53
1229,C340,P878,Dresses,Maxi,2024-12-22,4,29.92,79.31,197.59
1230,C496,P657,Tops,T-shirts,2024-10-13,4,6.96,47.59,162.53
1231,C245,P547,Outerwear,Blazers,2024-12-08,4,21.26,101.06,319.18
1232,C428,P415,Tops,Blouses,2024-08-16,3,12.74,18.96,18.67
1233,C329,P132,Lingerie,Sleepwear,2024-09-18,4,23.72,49.58,103.44
1234,C368,P816,Bottoms,Jeans,2024-08-11,5,18.45,79.74,306.46
1235,C196,P398,Outerwear,Blazers,2024-03-30,1,54.07,138.31,84.23
1236,C062,P507,Bottoms,Trousers,2024-11-23,1,20.83,67.91,47.08
1237,C025,P153,Outerwear,Coats,2024-05-07,2,21.05,123.46,204.82
1238,C052,P814,Bottoms,Jeans,2024-01-13,5,31.42,66.56,175.67
1239,C050,P560,Outerwear,Blazers,2024-10-19,5,39.58,59.07,97.43
1240,C378,P168,Tops,Blouses,2024-03-22,4,15.1,33.21,72.42
1241,C385,P690,Bottoms,Skirts,2024-12-27,2,14.38,62.93,97.09
1242,C295,P775,Dresses,Evening,2024-12-28,5,20.33,35.09,73.83
1243,C052,P607,Bottoms,Skirts,2024-12-23,5,20.65,75.31,273.29
1244,C332,P828,Tops,Blouses,2024-06-16,5,17.99,19.47,7.41
1245,C040,P803,Tops,Sweatshirts,2024-01-07,3,7.43,18.09,31.98
1246,C232,P230,Beachwear,Beach Accessories,2024-12-25,5,27.17,31.79,23.11
1247,C060,P703,Dresses,Casual,2024-07-13,3,28.22,59.63,94.21
1248,C216,P404,Outerwear,Blazers,2024-12-29,5,39.99,104.32,321.65
1249,C457,P144,Beachwear,Swimsuits,2024-12-28,1,29.28,30.21,0.93
1250,C366,P918,Dresses,Casual,2024-12-19,3,15.31,85.02,209.13
1251,C340,P676,Bottoms,Jeans,2024-05-13,3,31.8,36.01,12.64
1252,C197,P531,Tops,Sweatshirts,2024-06-23,4,17.96,34.62,66.61
1253,C276,P898,Dresses,Evening,2024-12-18,5,21.12,64.38,216.29
1254,C341,P068,Tops,T-shirts,2024-05-25,2,12.32,46.7,68.75
1255,C002,P098,Lingerie,Panties,2024-03-17,2,8.5,64.67,112.33
1256,C469,P007,Dresses,Casual,2024-09-08,2,26.77,46.69,39.83
1257,C106,P815,Bottoms,Trousers,2024-12-26,2,22.05,54.61,65.13
1258,C216,P177,Bottoms,Jeans,2024-11-10,1,30.38,79.2,48.81
1259,C265,P206,Lingerie,Sleepwear,2024-09-15,2,15.76,36.59,41.67
1260,C167,P299,Dresses,Evening,2024-02-14,4,27.98,35.16,28.72
1261,C247,P800,Outerwear,Blazers,2024-10-05,2,49.62,121.8,144.36
1262,C414,P913,Outerwear,Coats,2024-12-30,4,44.34,100.32,223.91
1263,C438,P229,Bottoms,Trousers,2024-03-04,3,13.44,76.68,189.73
1264,C210,P896,Beachwear,Swimsuits,2024-08-24,5,13.78,56.64,214.28
1265,C058,P631,Outerwear,Jackets,2024-12-21,2,25.53,101.15,151.23
1266,C428,P270,Dresses,Maxi,2024-11-27,4,18.1,94.04,303.77
1267,C043,P081,Bottoms,Skirts,2024-11-10,4,17.22,45.92,114.79
1268,C138,P672,Tops,Blouses,2024-11-14,5,16.36,35.91,97.78
1269,C109,P188,Tops,Blouses,2024-06-12,3,6.85,44.6,113.24
1270,C489,P700,Tops,Sweatshirts,2024-05-12,2,17.49,35.92,36.86
1271,C048,P820,Bottoms,Trousers,2024-12-14,4,15.77,41.38,102.42
1272,C126,P501,Tops,Sweatshirts,2024-12-15,2,14.59,34.54,39.91
1273,C469,P706,Beachwear,Beach Accessories,2024-12-21,1,22.16,48.76,26.6
1274,C214,P487,Dresses,Evening,2024-12-23,4,16.31,98.93,330.47
1275,C401,P772,Beachwear,Cover-Ups,2024-08-19,3,16.32,27.8,34.44
1276,C128,P488,Bottoms,Trousers,2024-08-16,5,16.51,67.24,253.64
1277,C389,P990,Outerwear,Blazers,2024-12-08,4,44.95,52.4,29.79
1278,C198,P478,Outerwear,Coats,2024-10-20,1,51.54,110.39,58.85
1279,C202,P703,Tops,Blouses,2024-11-14,5,19.95,30.08,50.67
1280,C192,P289,Bottoms,Jeans,2024-12-08,3,12.11,75.07,188.89
1281,C107,P106,Tops,Sweatshirts,2024-12-22,2,19.14,33.88,29.47
1282,C194,P641,Tops,T-shirts,2024-06-02,2,13.86,43.96,60.19
1283,C327,P609,Beachwear,Cover-Ups,2024-06-19,4,17.85,61.97,176.48
1284,C238,P996,Lingerie,Panties,2024-02-12,5,13.69,42.35,143.31
1285,C132,P576,Dresses,Maxi,2024-09-19,1,17.85,53.64,35.79
1286,C357,P640,Dresses,Casual,2024-01-18,1,27.6,38.19,10.59
1287,C083,P223,Tops,Blouses,2024-07-29,3,19.24,15.47,-11.31
1288,C284,P805,Dresses,Casual,2024-09-02,5,17.1,30.1,64.99
1289,C468,P974,Bottoms,Jeans,2024-05-11,5,19.6,37.42,89.15
1290,C222,P382,Dresses,Casual,2024-09-24,2,17.71,69.26,103.11
1291,C106,P838,Outerwear,Jackets,2024-01-14,3,27.03,147.55,361.57
1292,C294,P903,Dresses,Casual,2024-01-19,3,36.27,79.37,129.29
1293,C066,P104,Tops,Sweatshirts,2024-12-15,3,9.67,17.47,23.42
1294,C195,P664,Outerwear,Blazers,2024-06-12,5,29.92,114.52,423.01
1295,C188,P114,Outerwear,Jackets,2024-02-28,2,56.39,98.55,84.32
1296,C047,P508,Beachwear,Beach Accessories,2024-08-24,3,18.49,59.99,124.49
1297,C362,P964,Lingerie,Panties,2024-11-30,2,8.17,51.16,85.97
1298,C497,P055,Tops,T-shirts,2024-04-07,3,16.1,20.04,11.82
1299,C359,P121,Dresses,Maxi,2024-10-09,5,26.48,94.36,339.43
1300,C025,P217,Lingerie,Sleepwear,2024-02-10,2,23.48,47.73,48.49
1301,C066,P635,Lingerie,Panties,2024-01-25,4,19.41,55.04,142.53
1302,C487,P003,Beachwear,Cover-Ups,2024-08-29,3,17.73,46.29,85.68
1303,C335,P092,Dresses,Evening,2024-09-01,5,13.86,38.56,123.48
1304,C067,P407,Beachwear,Cover-Ups,2024-10-15,2,29.05,63.0,67.9
1305,C197,P676,Tops,T-shirts,2024-11-24,1,8.9,47.99,39.09
1306,C246,P441,Outerwear,Blazers,2024-12-29,5,58.85,108.11,246.3
1307,C296,P631,Beachwear,Beach Accessories,2024-08-22,5,15.41,35.93,102.59
1308,C100,P432,Dresses,Evening,2024-05-26,1,35.16,73.63,38.47
1309,C178,P909,Lingerie,Sleepwear,2024-12-08,1,23.77,41.45,17.67
1310,C115,P061,Tops,Sweatshirts,2024-05-04,4,12.48,28.97,65.95
1311,C168,P726,Beachwear,Beach Accessories,2024-07-18,4,18.84,75.24,225.62
1312,C119,P473,Tops,Blouses,2024-02-05,4,15.85,40.8,99.81
1313,C486,P247,Beachwear,Beach Accessories,2024-01-13,5,21.63,52.98,156.77
1314,C165,P747,Dresses,Maxi,2024-12-28,5,29.69,59.23,147.65
1315,C219,P920,Outerwear,Blazers,2024-12-16,5,38.81,74.29,177.42
1316,C197,P939,Bottoms,Jeans,2024-11-10,4,22.26,43.89,86.53
1317,C401,P869,Bottoms,Jeans,2024-07-05,2,14.16,54.73,81.15
1318,C318,P372,Dresses,Maxi,2024-03-20,5,13.55,33.38,99.16
1319,C486,P289,Outerwear,Blazers,2024-03-12,5,34.24,85.75,257.57
1320,C237,P590,Dresses,Maxi,2024-04-23,5,25.04,64.59,197.71
1321,C169,P024,Bottoms,Trousers,2024-09-06,4,29.93,58.46,114.09
1322,C076,P406,Tops,Sweatshirts,2024-11-19,3,11.8,41.01,87.64
1323,C426,P308,Beachwear,Beach Accessories,2024-10-26,4,19.55,25.76,24.86
1324,C287,P613,Dresses,Casual,2024-05-06,3,30.9,50.64,59.22
1325,C033,P372,Dresses,Evening,2024-12-28,4,17.79,48.27,121.91
1326,C299,P763,Tops,Sweatshirts,2024-11-27,2,18.2,33.24,30.08
1327,C349,P635,Bottoms,Trousers,2024-09-08,2,19.41,50.63,62.45
1328,C230,P215,Tops,Sweatshirts,2024-10-05,5,19.03,17.8,-6.17
1329,C195,P262,Bottoms,Skirts,2024-07-08,4,15.97,66.87,203.63
1330,C294,P915,Lingerie,Sleepwear,2024-04-21,3,17.31,54.36,111.16
1331,C297,P844,Lingerie,Sleepwear,2024-06-09,3,23.56,61.06,112.48
1332,C374,P346,Bottoms,Skirts,2024-11-30,2,22.23,31.11,17.75
1333,C447,P413,Dresses,Maxi,2024-01-07,5,30.51,65.44,174.61
1334,C424,P123,Outerwear,Coats,2024-02-24,3,31.23,110.37,237.43
1335,C414,P764,Tops,Blouses,2024-01-21,4,10.6,16.71,24.46
1336,C431,P320,Lingerie,Sleepwear,2024-01-20,5,18.15,67.97,249.09
1337,C278,P910,Tops,T-shirts,2024-12-19,4,8.83,42.81,135.88
1338,C230,P337,Bottoms,Jeans,2024-11-15,4,12.78,38.4,102.49
1339,C096,P158,Tops,Sweatshirts,2024-08-03,2,17.81,37.01,38.39
1340,C383,P327,Lingerie,Panties,2024-02-15,4,23.5,27.17,14.69
1341,C439,P661,Dresses,Evening,2024-08-11,1,38.1,91.12,53.03
